host_id,host_name,host_identity_verified,calculated_host_listings_count
80380133240,Audrey,False,1
75987317883,James,True,1
51756716507,Roman,False,1
30351473270,Kellan,False,2
22525653405,Owen,False,1
82585795978,Eddy,True,2
1595619477,Darcy,False,2
973585651,Dominik,False,1
86944769515,Aldus,True,2
20270952150,Edith,False,1
3310140241,Luke,True,1
61571782497,Nicole,True,1
29280666536,Agata,False,1
45745264571,Heather,,3
44408473243,James,,3
95792367490,Dexter,,1
29877853006,Jared,,1
80294758485,Eric,,3
33855109201,Freddie,,1
56474290668,Olivia,,4
57567873573,Amy,True,1
83631499592,Frederick,False,2
64716183027,April,True,1
13628045272,Daniel,True,3
31589665723,Jared,False,1
42380667906,Ashton,True,1
9549678609,Adele,False,2
65716686884,Brad,False,5
44580630332,Bruce,False,2
35675205624,Daniel,False,1
36806839312,Kelsey,False,1
93242543275,Natalie,True,4
25032439747,Lana,False,3
40177622054,Victor,False,1
5715989004,Edgar,True,1
4828083235,Antony,True,1
93725364475,Aiden,False,1
11711269275,Antony,True,1
47754762661,Clark,False,3
53580758729,,False,2
66711255974,,True,1
47239505401,,True,1
39463875808,,False,2
72064826815,,True,1
43945171386,,True,1
16211727428,Dale,False,5
51018805199,Lydia,False,5
21389589535,Annabella,False,5
80926683538,Cherry,,2
20738355824,Nicholas,,1
27207072817,Jack,,1
87631747854,Amanda,,3
14045566528,Adrianna,,5
30253075852,Vincent,,3
50778476532,Frederick,,1
760769897,Ryan,,1
25801284480,Tiana,,1
62325020363,Perkins,,1
47502993049,Brown,,1
21636248705,Perry,True,2
30191089894,Andrews,False,1
79861348248,Cooper,True,1
11696098683,Foster,False,1
38264908739,Morrison,True,5
49921339869,Bennett,False,1
38579657286,Baker,False,1
13467711251,Spencer,False,1
79638424542,Ross,True,1
18399221085,Rogers,False,1
80178020812,Martin,False,1
95734990661,Dixon,True,2
46480721644,Allen,False,2
20576025416,Murphy,True,1
81471714501,Clark,False,1
5961679794,Montgomery,True,1
41153188173,Fowler,False,5
25015494698,Payne,False,1
14920488865,Adams,False,2
969495230,Morrison,False,1
21781584182,Miller,True,1
12938638555,Dixon,False,1
74291995690,Cameron,False,2
34228394206,Clark,True,5
6289503909,Payne,False,1
73371624660,Russell,True,1
38278567651,Cooper,False,1
81849555528,Richardson,True,3
39174831196,Allen,True,1
27743402115,Thomas,True,1
27437089550,Tucker,False,2
6670990373,Warren,False,2
56864395436,Taylor,False,1
95787147567,Mason,False,1
68034176973,Hunt,False,1
49595827306,Richardson,,1
59031426800,Taylor,,6
13992927619,Fowler,,6
86997411863,Murphy,,6
13282897809,Rogers,,2
94532787850,Davis,,2
87944779917,Baker,,3
97374363906,Richardson,True,2
60931330665,Lloyd,True,6
3323425751,Perry,False,1
87014850347,Richardson,False,2
40815560652,Brown,False,2
21787820811,Foster,True,7
73292273095,Hamilton,True,13
4292764830,Reed,True,2
65603422910,Lloyd,True,2
20568220502,Tucker,False,4
84001079377,,True,2
7621262871,,False,4
28535518402,,False,1
73297206234,,False,1
87092192250,,True,4
17537448427,,True,1
35556849395,,True,2
93362038010,Mitchell,True,1
7784280062,Gibson,True,2
37061887763,Owens,True,1
11267838049,Miller,False,1
82126050175,Smith,False,1
18425219763,Chapman,False,1
29306345588,Owens,False,1
32635231420,Nelson,True,1
60088050246,Cooper,False,1
57936271725,Payne,True,1
33238731556,Higgins,True,1
16343223827,Thompson,False,5
28086905848,Clark,False,1
62992139309,Payne,,3
98480978167,Baker,,1
82083475949,Brown,,1
83307746837,Jones,,2
72299294739,Williams,,2
72771681789,Payne,,1
39776214246,Ellis,,1
689339660,Cameron,,1
47501921105,Nelson,,2
11745797323,Tucker,,1
14516682915,Cole,,2
5813584967,Harris,True,1
70108456652,Ryan,True,3
66810551515,Russell,False,1
22374277894,Farrell,True,1
74507894043,Jones,True,1
55936255796,Morrison,False,1
6985874676,Robinson,False,1
56474437179,Elliott,False,1
62372364631,Morrison,True,4
85903420392,Perry,False,2
48659572099,Stewart,True,1
92124810462,Thompson,True,1
69516552829,Moore,False,1
67156618342,Douglas,True,2
948625792,Howard,True,1
22329339249,Hill,True,1
46265383607,Chapman,True,1
12636519384,Reed,True,2
46734985483,Perkins,True,3
44227072273,Henderson,False,1
49542841946,Hawkins,False,1
70084472212,Barnes,True,1
59305845429,Holmes,True,2
31767549581,Stewart,False,1
12345699010,Carroll,True,3
98461689008,Rogers,True,28
71445626554,Ellis,True,1
51050931496,Wright,True,1
74406592227,Mason,True,1
20607602860,Ross,False,6
28145791656,Chapman,True,1
44391064237,Spencer,False,28
19383825275,Casey,True,28
34226133683,Rogers,True,2
88368177514,Spencer,True,28
19318123506,Crawford,False,2
4051354337,Cole,False,2
6979548398,Carter,False,1
22850973202,Ellis,True,1
77105495927,Hawkins,True,1
52556929853,Mason,False,1
46039496364,Anderson,True,1
73469118246,Crawford,True,1
81366061994,Allen,True,28
64785866248,Hall,False,1
92713417505,Rogers,False,1
96353867581,Murphy,True,2
15623414385,Dixon,True,5
41888244194,Higgins,True,2
93223250385,Tucker,False,3
81851894009,Casey,False,4
30738965033,Gray,True,2
53540437335,Higgins,True,2
66643346348,Russell,True,1
29685226762,West,False,1
2227683633,Grant,False,1
42417937574,Harrison,True,1
32345142305,Johnston,False,1
6047944071,Thomas,False,3
17771700593,Davis,False,3
66970186975,Turner,False,1
40738753958,Warren,False,2
25868108107,Bennett,False,1
81492867264,Phillips,True,1
92724296556,Richards,True,1
2038352340,Andrews,False,1
59139947513,Parker,True,1
97440036171,Grant,True,1
47892993006,Mason,False,1
51169192919,Dixon,False,28
9878435050,Montgomery,False,2
81066007591,Reed,True,1
92401344286,Johnston,True,5
94733064515,Lloyd,True,2
25094598253,Rogers,True,1
29523917719,Miller,False,3
55463847321,Cole,True,1
67967578281,Kelly,False,1
19967814023,Foster,False,1
47844092672,Higgins,True,1
16999172748,Richardson,False,1
42067422922,Wells,True,2
11659629495,Kelley,False,2
44133572709,Williams,True,1
36919388172,Mitchell,False,2
60675986023,West,True,3
44123434263,Smith,False,1
618609977,Payne,False,1
34923339960,Hall,True,1
44833399493,Carter,False,1
41111365670,Walker,False,4
15847512321,Gibson,True,1
70757131780,Harrison,True,1
68581912251,Barrett,True,1
3491947517,Gibson,False,1
80953875488,Hall,True,1
38478718480,Fowler,True,1
84147864821,Smith,False,2
40348053102,Tucker,False,2
91864950988,Holmes,True,1
5274414000,Allen,True,2
50336791874,Tucker,True,2
67025449634,Higgins,False,3
86170800318,Cameron,False,1
27899766790,Alexander,True,1
9734975215,Hawkins,False,5
21726366543,Reed,False,1
44376825531,Richards,False,3
65582846543,Kelly,True,1
54156502664,Phillips,False,1
74817474743,Craig,False,1
4148477175,Henderson,False,1
7773611662,Davis,False,2
56605529359,Anderson,True,2
15828748157,Moore,True,1
63587153380,Alissa,False,1
30424058431,Victoria,True,1
9133292331,Martin,True,1
65344662582,Heather,False,1
20797630440,Owen,True,1
88590210219,Vanessa,False,1
54696368800,Melanie,True,1
71212911078,Marcus,False,1
56078532328,Richard,True,1
7389895192,Belinda,True,1
16078198788,Camila,False,1
11305561400,Dexter,False,1
49205961611,Charlotte,False,1
57923573309,Naomi,False,1
28500669928,Eric,False,1
2394775181,Eddy,False,1
21048079300,Julia,False,1
93401226028,Julia,True,2
16135561331,Freddie,True,1
37125469770,Amanda,True,1
47984042268,Nicholas,False,1
89286069468,Fenton,True,1
10971876811,Darcy,False,1
69167978555,Albert,False,1
95697755445,Marcus,False,1
6842214402,Haris,False,4
85374559998,Luke,True,1
25500353504,Miranda,True,1
39254540312,Melissa,False,5
81186886194,Adelaide,True,3
14904883782,Aida,False,3
77788716550,Lenny,True,1
35414988368,Walter,False,1
58292705877,Sawyer,False,3
40716509666,Kevin,True,1
25614229826,Penelope,True,1
17302896128,Lucia,False,4
49315683762,Heather,True,1
51816754540,Fenton,True,2
63433096145,Evelyn,True,1
41755426035,Bruce,False,1
44376708665,Aldus,False,3
43465301578,Gianna,True,3
42275596201,Kirsten,False,1
61131560985,Freddie,True,1
65849605461,Adam,True,1
90186098837,Honey,True,3
83903389887,Eleanor,True,1
64685280889,Lydia,False,1
47032262131,Sydney,False,1
64691515953,Julia,True,1
62654081415,Adam,False,3
21976510866,Rafael,,2
87134189711,Alan,,3
60141836267,Melanie,,3
58284792631,Stella,,1
52707584632,Ryan,,1
83966982530,Paul,,2
78440704783,Gianna,,3
40890787484,Heather,,1
45447948206,Alexander,True,1
60243935879,Sarah,False,1
91037237183,Ashton,True,1
25763359778,Sarah,False,2
19341139444,Richard,False,1
87560538920,Maya,False,6
89878315253,Alen,False,1
11984398378,Dainton,False,1
69029062217,Jessica,False,1
15494932228,Lana,True,2
1640832963,Valeria,True,1
13746585241,Adelaide,True,2
98531770068,Olivia,False,1
4478636950,Evelyn,False,1
51790975679,Alan,False,2
7445813909,Antony,False,2
91709093046,Eddy,True,1
88429217001,Maria,True,2
80917711958,Julian,True,2
84473709196,Lucia,True,2
95738430033,Rebecca,True,2
88013998883,Daniel,True,1
60622441965,Edwin,True,1
44367748174,Albert,True,1
84893152286,Adison,False,1
96286267716,Walter,True,11
17180989319,Ted,True,1
17802908936,Kate,True,2
58444192906,Ned,False,1
26436280092,Chelsea,True,2
29253854739,Cherry,True,1
46404652822,Honey,False,1
58667832089,Annabella,True,1
70418022717,Lucia,True,3
4056781803,Steven,True,8
84486431830,Adelaide,True,8
26719503238,James,True,1
30563131860,Kimberly,False,1
75745621560,Maximilian,False,2
25554233693,Alford,False,2
45711651598,Lana,False,1
50368029517,Henry,False,1
55683633907,Reid,False,1
64185966058,Miley,False,2
82992556236,Kevin,True,1
30603782652,Lucas,False,1
74260924259,Spike,False,1
65125319788,Tess,True,1
48327323941,Sydney,False,1
20510598547,Adrian,True,1
9750353852,Emma,False,1
57100781847,Leonardo,True,1
11373673042,Cadie,True,1
2631536622,Carlos,True,1
42425649793,Victoria,False,1
72815720692,Cherry,True,1
7807627593,Oliver,True,2
86417259099,Derek,True,2
37330490857,Ellia,False,1
87906989685,Amelia,False,1
93706332442,Wilson,True,2
6732487792,Charlotte,False,1
23750762173,Stella,False,1
78673339212,Gianna,False,2
21949521987,Honey,True,2
50673259142,Robert,True,1
11495306456,Owen,False,1
62503354771,Valeria,False,2
61982519804,Aiden,True,1
39419757512,Eric,False,1
70579548744,Brianna,True,2
21749225637,Antony,True,1
30766376884,William,True,2
4576319543,Arthur,True,1
52116404539,Jacob,False,1
6825076306,Arnold,True,1
93646573118,Miller,False,1
90486023278,Grace,False,3
53314442143,Dale,True,1
93545191438,Rebecca,False,6
15097695403,Thomas,True,1
45534966158,Ned,False,2
64786057639,Preston,True,1
90004732073,Alissa,True,1
91197402849,Sofia,True,1
61294358575,Garry,True,1
76341955125,Sydney,True,2
72611787863,Charlotte,True,1
29998285923,Robert,False,1
97069047757,Luke,True,2
64293042107,Sienna,True,1
51579822752,Joyce,True,3
14374445699,Victor,True,1
14322825094,Dexter,False,3
77437300795,Alisa,False,1
40255071280,Alberta,True,1
12030485520,Vanessa,True,1
42273759988,Charlotte,True,1
89270309898,Carlos,True,1
20886452914,Lilianna,False,1
72246290898,Max,False,1
25728158980,Victor,True,3
69724697185,Vincent,False,8
86633710982,Arthur,False,3
3824109768,Paul,True,1
61656429942,Alan,True,1
66943915679,Kirsten,False,1
84123073098,Tiana,False,2
82631426580,Daniel,True,2
32475577740,Miley,True,2
55642739744,Lucia,False,1
85908089774,Alina,False,1
24873888478,Amelia,True,3
49547130622,Sam,True,1
84021843835,Aldus,False,1
37617298944,Ashton,True,1
52485385239,Paul,False,2
33952991254,Jacob,True,6
44159058624,Maria,False,1
86350704637,Amy,False,1
97765256955,Alisa,True,2
81745064262,Heather,True,2
24038577247,Connie,True,1
57412920877,Abraham,True,1
9899986845,Sienna,False,3
50967627357,David,True,2
32729811162,Edgar,False,11
59272298800,Audrey,False,1
57211550677,Julia,True,2
24025629258,Vanessa,False,4
76723251474,Arnold,False,1
45317219946,Maddie,False,1
55328430242,Melissa,True,1
39482467591,Alberta,False,1
7038185116,Lucia,False,1
83104436080,Haris,True,1
23200972509,Walter,True,3
68755138519,Carina,True,1
72187940416,Tara,False,1
29241866652,Frederick,True,2
83083674415,Ryan,False,2
84560895335,Carter,True,1
40808841464,Roberts,False,1
15617572514,Miller,False,1
19551160805,Hill,False,1
71629081994,Brooks,True,1
30940457021,Cole,False,1
58009803783,Ross,False,1
30116882477,Jones,False,1
41389421098,Hunt,False,3
66779377123,Watson,False,1
53354982147,Gibson,False,2
21547822804,Cole,False,1
57305994679,Davis,False,1
92730001582,Jones,False,3
87635804876,Parker,False,1
41629003262,Brooks,True,1
11950028501,Chapman,True,4
95192822163,Williams,False,1
6130798547,Andrews,False,1
51367200061,Cole,False,1
58408401042,Higgins,True,1
91965599567,Montgomery,False,1
8172746932,Ferguson,False,1
78768500054,Morris,True,1
3563503030,Hall,False,1
90956192931,Ryan,True,11
15756068088,Morrison,True,1
24768018327,Grant,True,1
66000316990,Chapman,False,11
81034268857,Murphy,False,1
21192497123,Barrett,True,1
92972999511,Armstrong,False,1
97343045389,Myers,False,1
25123739690,Davis,False,2
27478796623,Ferguson,False,1
84120747884,Williams,False,1
44013922440,Richardson,False,1
76948781651,Roberts,False,1
20729008722,Walker,True,2
24135792092,Kelley,True,1
18633022743,Armstrong,False,28
25835486693,Campbell,False,4
67557162323,Foster,False,1
27086952528,Bennett,False,1
86033283627,Alexander,True,4
40058264822,Roberts,False,1
37408540678,Scott,True,1
40184049403,Wells,False,1
34685841363,Allen,True,2
11362726562,Spencer,False,2
3589586967,Wells,False,1
24138275549,Hall,True,1
35885613841,Edwards,False,1
20138015423,Richards,False,2
57502125392,Clark,False,2
68905124683,Morgan,False,1
41917153622,Warren,False,28
75427375884,Gray,True,28
65023787413,Morgan,True,28
66850601740,Richards,False,1
50926699500,Brown,False,1
32459414344,Jones,False,1
20579239232,Gibson,False,28
53927684523,Richardson,True,28
17810750507,Spencer,True,28
34416621424,Smith,True,28
87064762165,Stevens,False,28
98324965537,Morris,True,28
77372797211,Higgins,False,28
84272466981,Moore,False,28
17112437857,Murray,True,28
30262643335,Taylor,True,3
71778673938,Harris,True,28
23247142217,Payne,True,1
85660465088,Montgomery,True,1
17564820154,Campbell,False,1
41257472265,Kelly,False,1
70583384009,Murphy,True,2
93058121104,Smith,True,2
89772663884,Thompson,False,1
59810199450,Morrison,True,1
20925642299,Morrison,False,1
91471245378,Hunt,True,2
52060217625,Hawkins,True,2
12977044205,Ross,True,1
26428960619,Craig,True,1
35584537827,Ferguson,False,1
88495754661,Smith,False,1
67587640600,Perkins,True,1
34816624694,Cooper,True,1
88132463176,Mitchell,True,4
33493041868,Richards,False,4
68286462615,Cunningham,False,4
18475503970,Harris,False,2
21342091752,Anderson,False,2
37815426324,Carter,False,1
77372423151,Mitchell,True,1
27783282805,Fowler,False,1
43083885155,Hunt,False,1
1260650809,Brooks,True,1
6756748484,Nelson,True,1
26935160679,Barnes,True,1
29008095411,Watson,True,1
340758042,Scott,True,4
40199067873,Davis,False,1
95185712716,Ross,False,2
87035832732,Douglas,False,1
93988661910,Kelley,True,1
8120491427,Roberts,True,2
8505005505,Alexander,True,1
59313613852,Harris,False,2
92049258740,Brooks,True,1
46829060757,Owens,False,2
42150054304,Baker,True,1
95403947038,Lloyd,False,1
39384846334,Higgins,True,1
88007936623,Martin,False,1
78700082645,Carter,False,5
464927437,Myers,False,5
79905464481,Douglas,False,1
61572065747,Ferguson,False,1
39482300104,Bailey,True,1
57658096355,Andrews,True,1
68542964338,Ferguson,False,1
1772627031,Hill,False,1
58258680630,Howard,True,1
52738256367,Morgan,True,1
78310618303,Mitchell,False,2
78044104062,Hall,False,1
72358124487,Higgins,False,1
1874009851,Watson,True,1
3939862456,Rogers,False,1
95079730050,Rogers,False,1
15864964838,Ryan,False,3
1358561644,Cameron,True,2
12863657045,Wells,False,3
62132384851,Dixon,True,1
5182760229,Myers,True,2
78519406470,Robinson,True,2
6565759063,Sullivan,True,1
96318990280,Williams,False,2
64034925261,Nelson,False,2
53108860211,Riley,False,1
48710168809,Brown,True,1
23167678100,Chapman,False,1
76097964235,Gray,True,1
77720260976,Anderson,False,1
67988523719,Williams,True,1
19117565420,Morris,True,1
32155673666,Taylor,False,2
65088602752,Myers,False,4
30900714667,Barrett,True,1
31885898298,Bailey,False,1
60688379967,Carroll,True,2
46030051006,Cameron,True,1
80951994322,Cameron,False,1
41475325508,Carroll,False,1
54377094483,Farrell,False,1
78412806115,Higgins,True,1
57766746662,Kelly,False,2
36013124438,Miller,False,3
8770896305,Ferguson,True,1
23917369415,Ellis,True,1
45892225237,Miller,True,1
37054240683,Perry,True,1
44760039195,Gray,True,1
20368956893,Gibson,False,1
51603757074,Tucker,True,1
73096097601,Wilson,False,1
16901864823,Bailey,True,2
3051356487,Edwards,False,1
93364792971,Harrison,False,1
66486085219,Bailey,False,1
207127826,Taylor,False,1
69568692921,Sullivan,False,1
4057375575,Gibson,False,1
25100182131,Campbell,True,1
50065332753,Thompson,True,1
6972409935,Smith,True,1
26184450237,Harris,False,1
33152345319,Scott,True,2
74128844694,Tucker,True,2
8370376679,Turner,True,2
37399514747,Owens,False,1
59894613436,Ryan,False,2
49452482862,Cooper,False,1
69386945815,Hunt,True,1
3999153076,Robinson,False,1
12693730711,Russell,False,1
1661930503,Rogers,True,1
14940650956,Stewart,False,1
51013032568,Moore,False,3
91331960557,Scott,True,1
79163622425,Chapman,False,1
97713158436,Fowler,False,1
71967603342,Roberts,False,2
14569612288,Cunningham,False,1
1409816628,Wright,True,1
92158790808,Henderson,False,1
59745688928,Turner,True,1
16070608177,Carroll,False,1
33280739304,Watson,True,1
4931559861,Reed,False,1
84679291184,Phillips,False,1
29585338367,Thompson,False,1
54511878308,Holmes,True,1
97606947810,Howard,False,1
91128869436,Mason,False,1
52740503192,Foster,False,1
55329686510,Ryan,True,1
49673363488,Wells,False,1
76064515603,Riley,False,2
59008360211,Scott,True,1
33576348985,Hunt,False,1
78222224134,Cunningham,False,2
41713254392,Perry,True,28
73222976110,Johnston,False,1
55838171489,Warren,False,28
46699050383,Hawkins,False,1
68827037641,Murray,True,28
46734737467,Montgomery,False,28
86014638384,Hawkins,True,28
65310413270,Moore,False,1
9478138224,Crawford,True,6
87704606123,Edwards,False,28
69586683503,Kelley,True,1
34266712626,Turner,False,2
66371548742,Tucker,False,1
91305743194,Clark,False,1
36389064662,Andrews,False,2
15305733205,Roberts,True,2
84696354622,Cooper,True,1
15654467731,Douglas,False,3
96686781899,Myers,True,3
49541469344,Russell,False,1
82750631986,Anderson,False,1
35337631331,Jones,True,1
16463877515,Owens,True,4
93176517253,Roberts,True,1
87979865897,Ryan,True,2
49896631802,Adams,False,1
54872866190,Dixon,True,2
58181548097,Riley,False,1
67288825352,Baker,True,1
45420924350,Casey,False,1
38036496135,Owens,False,1
51290869287,Russell,False,1
44588815342,Stewart,True,1
502536468,Brown,True,1
98053399694,Montgomery,False,2
72078808432,Campbell,True,1
75398120974,Moore,True,1
7406671895,Brooks,True,1
40645193210,Cunningham,False,1
96774911627,Russell,False,1
29961370992,Scott,True,3
21666270746,Ellis,False,3
6476735175,Ross,True,1
43499324141,Richardson,True,5
58339499451,Perkins,True,1
24837497743,Farrell,False,1
4934211113,Grant,True,1
36365215267,Davis,True,1
70962585384,Miller,True,9
39369263064,Kelley,False,1
43179153482,Cunningham,False,2
2398835933,Russell,True,1
56143744968,Bailey,True,1
58535355760,Wright,True,1
11976848782,Howard,False,1
97953465761,Spencer,False,2
84240416625,Lloyd,True,2
42267829819,Jones,False,1
26743726959,Hunt,False,1
49224319367,Jones,False,1
33374680507,Ferguson,False,1
41738636720,Cooper,False,1
5589711903,Gibson,True,1
92944596194,Hill,False,1
46126301420,Nelson,False,2
62499830130,Craig,True,1
84885348799,Owens,True,1
66699478264,Sullivan,False,2
36485911817,Howard,False,1
40573366620,Murphy,False,1
72258188301,Kelley,True,2
96569825556,Ross,True,1
26601523658,West,True,6
13047221661,Cole,True,1
9936895972,Cole,True,1
87372619942,Dixon,True,1
53028601127,Nelson,False,1
85566336401,Owens,False,1
70427003873,Baker,False,1
81810888340,Clark,True,1
14950604609,Cole,True,2
68958967655,Stevens,True,2
73594612599,Cameron,False,3
62530366648,Carroll,True,1
79856284724,Morrison,False,1
74529552291,Harper,True,4
85488369715,Howard,False,4
42892362187,Alexander,True,4
35908966607,Reed,False,1
64456582552,Hamilton,True,1
24179987035,Jones,False,2
55119705995,Morris,True,1
3416046435,Scott,False,2
4169468408,Allen,False,1
52486343880,Cunningham,False,2
40538094811,Williams,False,2
58156347387,Edwards,False,1
83984527251,Gray,False,1
10876728736,Owens,False,1
7889234083,Johnston,False,1
50833390412,Kelly,False,1
93281638828,Ferguson,True,1
45272382086,Carroll,True,2
96687629963,Cooper,False,1
29237498173,Douglas,True,1
38007538973,Rogers,True,1
86139346160,Montgomery,False,1
12847595036,Murray,False,1
82289812933,Taylor,False,3
75844192690,Hamilton,True,9
94966340369,Ryan,False,1
78831226017,Parker,False,1
54327375522,Williams,True,1
95707157852,Morrison,True,1
14809668714,Williams,True,1
56219430926,Riley,False,1
66254963260,Howard,True,2
98668480085,Hawkins,False,1
28971693695,Ross,True,4
80291391407,Evans,False,1
47963637806,Richardson,True,1
30524680687,Mitchell,True,1
55368535774,Holmes,True,1
81811475253,Jones,False,1
8282900380,Ferguson,False,3
67941285058,Russell,True,1
26064801263,Hawkins,False,1
47082470018,Spencer,False,1
69422440798,Higgins,True,2
25442550265,Reed,True,2
17079041199,Martin,False,1
17916840650,Wilson,False,1
76539538746,Johnston,True,1
11473988238,Gibson,False,2
27760497560,Bennett,False,1
42665393519,Spencer,True,3
44367341685,Reed,True,3
70169525467,Hawkins,True,1
27815571679,Fowler,True,1
12400458941,West,False,1
16023186083,Baker,True,1
33469116543,Perry,True,1
5488748929,Kelley,False,1
36814984505,Spencer,True,1
3468967958,Cunningham,True,4
93692487773,Casey,False,1
51366584776,Barnes,True,4
33216749749,Smith,True,2
59236092261,Davis,False,2
17877064129,Chapman,False,1
1199163325,Johnston,False,4
57374406906,Chapman,True,1
76535339968,Ferguson,False,1
56489649486,Adams,True,1
31723045008,Hawkins,False,2
78688718475,Hill,True,2
74632277144,Elliott,True,1
54862559891,Spencer,True,1
26437872336,Douglas,False,1
7979495959,Perkins,False,1
45845907891,Davis,False,1
51563851031,Ferguson,True,1
84251149672,Anderson,False,1
87889290092,Sullivan,True,1
48873648253,Payne,False,1
64559081683,Miller,False,1
63473628089,Reed,True,2
26366238678,Stewart,True,1
38298412868,Taylor,True,1
11742567648,Grant,False,3
91908697117,Richards,True,2
66135119146,Holmes,False,1
23777830031,Reed,True,3
50960694241,Harris,False,1
68078358641,Walker,False,1
12379309770,Wilson,True,1
31600336837,Perry,False,1
53375368645,Andrews,False,1
54524181440,Gibson,True,8
8626078276,Kelley,False,1
64433680032,Hill,True,1
19833351261,Taylor,True,2
42439001717,Smith,False,3
93663597195,Davis,False,1
39447900486,Jennifer,False,2
47588580497,Jonathan,True,2
49363907302,Verena,False,3
7864869465,Linda,False,2
67130543531,Kim,True,1
14326342949,Omri,True,1
44930626872,Cary,True,1
76946632233,Dan,True,1
52732002471,Shell,False,4
25952441962,Martis,True,1
61462499081,Jasmine,True,2
10125771916,Vero,True,2
4010044438,Marshall,True,1
41012076366,Eada,True,1
96929252818,Maddine,False,1
96738228243,Richard,False,2
21668537709,Lynda,True,1
45123183501,Jasen,False,1
7905542024,Jj,False,1
66325449830,Akari,True,1
94790777990,Shelley,False,1
