room_id,number_of_reviews,last_review,reviews_per_month,review_rate_number
1179177,36.0,7/1/2019,0.36,1.0
1179729,36.0,6/14/2019,0.36,1.0
1180281,6.0,2/5/2016,0.1,5.0
1180834,14.0,4/20/2019,0.3,4.0
1181386,76.0,3/31/2019,0.76,5.0
1181938,182.0,7/4/2019,1.81,4.0
1182490,8.0,3/27/2016,0.09,2.0
1183043,7.0,5/24/2019,0.07,
1183595,34.0,9/25/2018,0.51,
1184147,2.0,5/12/2021,0.02,
1184700,66.0,9/16/2016,,
1185252,80.0,6/30/2019,,
1185804,240.0,6/6/2019,2.4,3.0
1186357,46.0,7/2/2019,1.07,1.0
1186909,228.0,,2.27,1.0
1187461,5.0,,0.05,4.0
1188013,8.0,,0.11,5.0
1188566,33.0,,0.33,3.0
1189118,13.0,,0.14,5.0
1189670,5.0,7/22/2018,0.05,3.0
1190223,388.0,6/26/2019,3.88,3.0
1190775,223.0,6/23/2019,2.22,1.0
1191327,11.0,1/14/2019,0.11,2.0
1191880,151.0,6/24/2019,1.51,4.0
1192432,0.0,,,3.0
1192984,218.0,6/28/2019,2.26,3.0
1193536,75.0,6/23/2019,0.76,4.0
1194089,42.0,7/6/2019,1.21,5.0
1194641,0.0,,,1.0
1195193,370.0,7/5/2019,3.74,4.0
1195746,104.0,6/21/2019,1.04,5.0
1196298,13.0,7/18/2016,0.13,1.0
1196850,4.0,12/26/2018,0.07,2.0
1197403,11.0,6/7/2019,0.11,3.0
1197955,1.0,2/4/2022,0.01,1.0
1198507,19.0,6/11/2018,0.19,5.0
1199059,131.0,5/26/2019,1.31,1.0
1199612,15.0,5/1/2019,0.15,3.0
1200164,136.0,6/17/2019,1.37,4.0
1200716,43.0,7/8/2019,0.45,5.0
1201269,98.0,6/28/2019,0.99,3.0
1201821,31.0,3/1/2019,0.31,2.0
1202373,45.0,1/1/2018,0.46,5.0
1202926,124.0,6/26/2019,1.76,5.0
1203478,9.0,5/19/2018,0.09,4.0
1204030,166.0,5/27/2019,1.68,5.0
1204582,13.0,9/21/2015,0.13,3.0
1205135,15.0,1/5/2019,0.16,5.0
1205687,380.0,6/26/2019,3.83,4.0
1206239,86.0,6/16/2019,0.87,2.0
1206792,248.0,6/20/2019,2.53,2.0
1207344,49.0,6/19/2019,0.56,2.0
1207896,54.0,7/3/2019,0.57,4.0
1208449,3.0,1/1/2013,0.03,4.0
1209001,1.0,1/2/2016,0.02,1.0
1209553,56.0,12/28/2018,0.57,3.0
1210105,163.0,5/24/2019,1.66,3.0
1210658,247.0,6/21/2019,2.51,1.0
1211210,116.0,5/11/2019,1.17,5.0
1211762,27.0,5/19/2019,0.28,2.0
1212315,52.0,6/8/2019,0.6,5.0
1212867,39.0,9/24/2018,0.4,4.0
1213419,35.0,6/1/2019,0.35,5.0
1213972,320.0,6/23/2019,3.23,
1214524,30.0,6/16/2019,0.32,
1215076,225.0,6/24/2019,2.27,
1215628,95.0,5/26/2018,0.96,5.0
1216181,70.0,6/28/2019,0.75,2.0
1216733,35.0,1/3/2019,0.36,3.0
1217285,0.0,,,4.0
1217838,50.0,7/2/2019,0.51,3.0
1218390,29.0,6/23/2019,0.31,1.0
1218942,23.0,5/2/2016,0.23,2.0
1219495,142.0,6/16/2019,1.44,2.0
1220047,70.0,7/1/2019,0.73,4.0
1220599,38.0,6/3/2019,0.54,3.0
1221151,82.0,5/19/2019,0.94,2.0
1221704,403.0,7/7/2019,4.1,1.0
1222256,3.0,11/6/2014,0.03,2.0
1222808,3.0,8/4/2014,0.03,4.0
1223361,116.0,6/13/2019,1.18,4.0
1223913,175.0,7/7/2019,1.79,3.0
1224465,28.0,7/1/2019,1.21,5.0
1225018,24.0,12/26/2017,0.25,5.0
1225570,15.0,6/6/2016,0.15,5.0
1226122,105.0,6/6/2019,1.07,2.0
1226674,22.0,5/30/2019,0.38,5.0
1227227,263.0,6/24/2019,2.69,3.0
1227779,86.0,6/20/2019,0.91,5.0
1228331,10.0,1/1/2017,0.1,3.0
1228884,18.0,5/27/2019,0.21,1.0
1229436,8.0,7/8/2018,0.21,2.0
1229988,70.0,1/31/2019,0.73,4.0
1230541,150.0,7/5/2019,1.55,3.0
1231093,115.0,5/25/2017,1.18,1.0
1231645,69.0,5/26/2019,0.71,4.0
1232197,232.0,6/22/2019,2.41,3.0
1232750,35.0,1/13/2018,0.41,5.0
1233302,18.0,10/1/2013,0.21,5.0
1233854,68.0,6/10/2019,0.69,5.0
1234407,22.0,11/10/2014,0.23,5.0
1234959,17.0,5/18/2019,0.17,3.0
1235511,34.0,1/5/2016,0.58,5.0
1236064,8.0,6/6/2014,0.08,4.0
1236616,0.0,,,1.0
1237168,2.0,7/6/2018,0.08,3.0
1237720,52.0,4/27/2019,0.72,5.0
1238273,74.0,6/16/2019,0.76,2.0
1238825,18.0,5/31/2013,0.19,5.0
1239377,72.0,5/11/2019,0.86,4.0
1239930,191.0,6/29/2019,2.18,2.0
1240482,0.0,,,1.0
1241034,197.0,6/23/2019,2.49,5.0
1241587,19.0,7/6/2019,0.2,5.0
1242139,414.0,7/3/2019,4.34,5.0
1242691,8.0,12/11/2018,0.09,3.0
1243243,0.0,,,3.0
1243796,25.0,2/12/2019,0.3,5.0
1244348,119.0,5/28/2019,1.22,1.0
1244900,203.0,7/6/2019,2.14,5.0
1245453,53.0,11/16/2018,0.55,1.0
1246005,104.0,6/16/2019,1.09,2.0
1246557,175.0,6/28/2019,1.8,3.0
1247110,38.0,5/8/2018,0.42,4.0
1247662,39.0,5/2/2019,0.5,5.0
1248214,88.0,6/16/2019,0.91,3.0
1248766,27.0,10/8/2017,0.28,1.0
1249319,117.0,6/29/2019,1.28,5.0
1249871,43.0,5/20/2019,0.44,2.0
1250423,4.0,3/13/2015,0.05,3.0
1250976,385.0,6/29/2019,4.0,5.0
1251528,64.0,7/1/2019,0.68,1.0
1252080,39.0,6/24/2019,0.41,5.0
1252633,37.0,7/3/2019,1.79,2.0
1253185,10.0,1/1/2019,0.12,5.0
1253737,103.0,6/24/2019,1.08,2.0
1254289,41.0,6/1/2019,0.43,2.0
1254842,3.0,8/31/2014,0.03,5.0
1255394,227.0,6/26/2019,2.33,3.0
1255946,37.0,12/27/2018,0.79,5.0
1256499,29.0,6/28/2019,0.35,2.0
1257051,205.0,12/31/2017,2.31,5.0
1257603,42.0,6/3/2019,0.44,5.0
1258156,280.0,7/5/2019,2.92,1.0
1258708,86.0,6/8/2019,0.89,1.0
1259260,54.0,6/16/2019,0.56,1.0
1259812,7.0,8/29/2018,0.07,5.0
1260365,57.0,1/1/2019,0.59,5.0
1260917,31.0,5/1/2019,0.32,5.0
1261469,188.0,8/23/2018,1.94,3.0
1262022,480.0,7/7/2019,6.7,2.0
1262574,34.0,6/15/2019,0.35,1.0
1263126,6.0,8/8/2015,0.06,3.0
1263679,3.0,5/13/2018,0.04,5.0
1264231,2.0,8/31/2014,0.03,4.0
1264783,20.0,8/24/2018,0.21,2.0
1265335,129.0,6/7/2019,1.33,2.0
1265888,147.0,6/30/2019,1.6,5.0
1266440,101.0,7/1/2019,1.06,4.0
1266992,11.0,1/2/2016,0.12,4.0
1267545,11.0,10/15/2013,0.12,4.0
1268097,41.0,6/16/2040,0.43,3.0
1268649,87.0,4/18/2017,1.09,2.0
1269202,117.0,5/21/2019,1.21,
1269754,86.0,5/16/2019,0.89,
1270306,0.0,,,
1270858,15.0,2/15/2016,0.16,
1271411,35.0,7/2/2019,0.55,
1271963,17.0,10/1/2015,0.18,3.0
1272515,3.0,2/15/2016,0.04,4.0
1273068,43.0,1/3/2018,0.47,3.0
1273620,168.0,7/6/2019,4.6,5.0
1274172,241.0,6/24/2019,2.49,4.0
1274725,105.0,6/23/2019,1.13,3.0
1275277,11.0,10/28/2018,0.46,2.0
1275829,30.0,5/5/2018,0.33,4.0
1276381,31.0,10/23/2018,0.32,1.0
1276934,49.0,5/7/2019,0.51,1.0
1277486,23.0,4/13/2019,0.24,3.0
1278038,20.0,6/24/2019,0.21,5.0
1278591,18.0,6/24/2019,0.9,5.0
1279143,90.0,6/23/2019,0.95,3.0
1279695,99.0,6/27/2019,1.04,5.0
1280248,6.0,6/28/2019,0.06,5.0
1280800,21.0,12/1/2018,0.22,5.0
1281352,24.0,4/4/2019,0.26,5.0
1281904,111.0,6/2/2019,1.17,3.0
1282457,86.0,6/20/2019,0.91,1.0
1283009,66.0,4/29/2019,0.69,5.0
1283561,271.0,6/20/2019,2.84,1.0
1284114,227.0,6/18/2019,2.4,5.0
1284666,80.0,7/6/2019,1.55,3.0
1285218,5.0,12/3/2018,0.07,5.0
1285771,187.0,6/10/2019,1.97,3.0
1286323,2.0,8/28/2015,0.02,2.0
1286875,1.0,1/1/2016,0.02,5.0
1287427,67.0,10/20/2018,0.7,1.0
1287980,63.0,1/12/2018,0.68,1.0
1288532,89.0,7/1/2019,1.0,1.0
1289084,1.0,4/20/2014,0.02,3.0
1289637,177.0,6/29/2019,1.86,2.0
1290189,90.0,6/30/2019,0.94,3.0
1290741,39.0,7/7/2019,0.41,2.0
1291294,42.0,5/18/2019,0.44,5.0
1291846,33.0,5/8/2019,0.35,1.0
1292398,179.0,5/29/2019,2.02,5.0
1292950,81.0,3/28/2019,0.85,4.0
1293503,43.0,6/29/2019,0.45,5.0
1294055,52.0,10/31/2018,0.54,4.0
1294607,160.0,6/25/2019,1.68,2.0
1295160,23.0,5/21/2018,0.27,1.0
1295712,35.0,6/18/2017,0.37,4.0
1296264,225.0,6/12/2019,2.35,5.0
1296817,401.0,7/4/2019,6.62,4.0
1297369,72.0,6/17/2019,0.84,2.0
1297921,46.0,12/30/2018,0.97,5.0
1298473,83.0,6/23/2019,1.19,2.0
1299026,211.0,6/15/2019,2.21,2.0
1299578,15.0,6/14/2015,0.16,4.0
1300130,122.0,6/23/2019,1.29,4.0
1300683,295.0,6/12/2019,3.9,4.0
1301235,207.0,7/7/2019,2.18,4.0
1301787,50.0,3/30/2019,0.65,3.0
1302340,273.0,6/24/2019,2.85,3.0
1302892,0.0,,,1.0
1303444,25.0,4/30/2018,0.26,4.0
1303996,105.0,5/11/2019,1.62,1.0
1304549,72.0,12/26/2016,0.76,5.0
1305101,8.0,9/18/2016,0.08,3.0
1305653,58.0,6/4/2019,0.61,1.0
1306206,8.0,9/17/2015,0.09,4.0
1306758,172.0,7/2/2019,1.84,5.0
1307310,330.0,6/20/2019,7.14,4.0
1307863,123.0,6/11/2019,1.29,2.0
1308415,55.0,4/30/2019,0.59,1.0
1308967,87.0,7/3/2019,0.99,4.0
1309519,258.0,6/25/2019,2.7,1.0
1310072,4.0,8/27/2018,0.18,4.0
1310624,31.0,5/26/2019,0.33,4.0
1311176,128.0,11/15/2016,1.34,2.0
1311729,14.0,8/31/2015,0.15,5.0
1312281,30.0,6/24/2019,0.32,1.0
1312833,258.0,5/28/2019,2.9,2.0
1313386,228.0,4/25/2018,2.39,4.0
1313938,,7/1/2019,0.65,3.0
1314490,9.0,6/30/2019,0.2,3.0
1315042,179.0,6/19/2019,1.88,2.0
1315595,9.0,6/23/2016,0.1,2.0
1316147,1.0,4/21/2019,0.37,1.0
1316699,25.0,8/29/2018,0.49,1.0
1317252,2.0,2/8/2018,0.05,1.0
1317804,152.0,6/25/2019,1.6,1.0
1318356,24.0,3/31/2019,0.25,3.0
1318909,45.0,4/22/2019,0.47,4.0
1319461,7.0,11/14/2018,0.08,4.0
1320013,19.0,6/3/2019,0.35,5.0
1320565,24.0,1/19/2019,0.26,2.0
1321118,8.0,10/14/2017,0.09,4.0
1321670,29.0,6/3/2015,0.31,2.0
1322222,14.0,7/20/2015,0.15,5.0
1322775,33.0,5/25/2019,0.38,5.0
1323327,99.0,2/28/2019,1.04,3.0
1323879,59.0,1/5/2017,0.62,5.0
1324432,142.0,6/16/2019,1.5,1.0
1324984,0.0,,,5.0
1325536,22.0,3/15/2019,0.23,4.0
1326088,82.0,5/21/2019,0.87,5.0
1326641,23.0,9/15/2018,0.24,1.0
1327193,32.0,5/8/2019,0.34,4.0
1327745,24.0,6/23/2019,0.25,2.0
1328298,59.0,10/26/2018,0.63,2.0
1328850,6.0,1/2/2015,0.08,5.0
1329402,18.0,7/5/2018,0.21,4.0
1329955,3.0,12/26/2018,0.03,4.0
1330507,115.0,7/5/2019,1.21,5.0
1331059,154.0,6/19/2019,1.63,1.0
1331611,164.0,7/1/2019,1.73,4.0
1332164,76.0,6/13/2019,0.8,5.0
1332716,116.0,6/30/2019,1.23,3.0
1333268,234.0,6/30/2019,2.47,1.0
1333821,120.0,6/24/2019,1.27,2.0
1334373,82.0,5/18/2019,0.87,2.0
1334925,13.0,5/26/2019,0.15,1.0
1335478,59.0,6/24/2019,0.64,3.0
1336030,63.0,6/26/2019,1.87,1.0
1336582,52.0,8/14/2018,0.55,1.0
1337134,278.0,7/3/2019,2.95,2.0
1337687,1.0,2/2/2022,0.01,1.0
1338239,35.0,6/9/2019,0.4,4.0
1338791,235.0,6/29/2019,2.49,2.0
1339344,115.0,6/30/2019,1.21,5.0
1339896,109.0,10/2/2015,1.15,2.0
1340448,1.0,7/9/2013,0.01,4.0
1341001,305.0,6/27/2019,3.24,3.0
1341553,102.0,6/18/2019,1.52,4.0
1342105,83.0,5/31/2019,0.88,3.0
1342657,19.0,7/31/2018,0.25,1.0
1343210,61.0,5/18/2019,0.65,3.0
1343762,89.0,6/30/2019,0.94,1.0
1344314,65.0,7/31/2017,0.74,1.0
1344867,40.0,6/16/2019,0.44,3.0
1345419,80.0,4/26/2019,0.86,5.0
1345971,136.0,6/19/2019,1.45,4.0
1346524,100.0,5/28/2018,1.06,5.0
1347076,125.0,7/6/2019,1.36,4.0
1347628,40.0,4/14/2019,0.5,2.0
1348180,0.0,,,5.0
1348733,139.0,4/28/2019,1.59,5.0
1349285,0.0,,,1.0
1349837,2.0,10/6/2014,0.03,2.0
